date,ym,japan_news_body_count,japan_news_epu_count,japan_news_ratio,japan_the_asahi_shimbun_body_count,japan_the_asahi_shimbun_epu_count,japan_the_asahi_shimbun_ratio,japan_today_body_count,japan_today_epu_count,japan_today_ratio,news_total,japan_news_weights,japan_the_asahi_shimbun_weights,japan_today_weights,japan_news_z_score,japan_the_asahi_shimbun_z_score,japan_today_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2022-02-01,2022-2,0.0,0.0,0.0,198.0,0.0,0.0,30,0.0,0.0,228.0,0.0,0.868421052631579,0.13157894736842105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,2022-3,0.0,0.0,0.0,230.0,2.0,0.008695652173913044,38,0.0,0.0,268.0,0.0,0.8582089552238806,0.1417910447761194,,2.262741699796952,0.0,1.131370849898476,1.94190519012425,538.691484401448,595.1195548040621,538.691484401448
2022-04-01,2022-4,68.0,2.0,0.029411764705882353,211.0,3.0,0.014218009478672985,37,0.0,0.0,316.0,0.21518987341772153,0.6677215189873418,0.11708860759493671,,3.699743537582694,0.0,1.849871768791347,2.470398374778318,685.2973947132344,973.0627791819971,685.2973947132344
2022-05-01,2022-5,1470.0,66.0,0.044897959183673466,219.0,3.0,0.0136986301369863,37,0.0,0.0,1726.0,0.8516801853997682,0.126882966396292,0.021436848203939745,,3.564593088721226,0.0,1.782296544360613,0.45228614509267007,125.46580343533147,937.5171068831114,125.46580343533147
2022-06-01,2022-6,1282.0,62.0,0.0483619344773791,187.0,5.0,0.026737967914438502,36,0.0,0.0,1505.0,0.8518272425249169,0.12425249169435217,0.023920265780730896,,6.957628221300789,0.0,3.4788141106503945,0.8645026427795666,239.8161425574553,1829.913069584683,239.8161425574553
2022-07-01,2022-7,1050.0,34.0,0.03238095238095238,234.0,4.0,0.017094017094017096,39,0.0,0.0,1323.0,0.7936507936507936,0.17687074829931973,0.02947845804988662,,4.448124709002556,0.0,2.224062354501278,0.786743145809976,218.24537841207572,1169.8931419225153,218.24537841207572
2022-08-01,2022-8,1042.0,30.0,0.028790786948176585,215.0,0.0,0.0,36,0.0,0.0,1293.0,0.805877803557618,0.1662799690641918,0.027842227378190254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,1093.0,34.0,0.03110704483074108,202.0,1.0,0.0049504950495049506,39,0.0,0.0,1334.0,0.8193403298350824,0.15142428785607195,0.02923538230884558,,1.2881945320626214,0.0,0.6440972660313107,0.1950639396376683,54.11143846311397,338.80568714092647,54.11143846311397
2022-10-01,2022-10,1134.0,45.0,0.03968253968253968,172.0,3.0,0.01744186046511628,44,0.0,0.0,1350.0,0.84,0.1274074074074074,0.03259259259259259,,4.538638874592724,0.0,2.269319437296362,0.5782562121703323,160.41035313287566,1193.6991070197757,160.41035313287566
2022-11-01,2022-11,1112.0,44.0,0.039568345323741004,164.0,4.0,0.024390243902439025,41,0.0,0.0,1317.0,0.8443432042520881,0.12452543659832954,0.031131359149582385,,6.34671452382072,0.0,3.17335726191036,0.7903273970437343,219.23966259618538,1669.2377756699302,219.23966259618538
2022-12-01,2022-12,1232.0,37.0,0.030032467532467532,178.0,2.0,0.011235955056179775,42,0.0,0.0,1452.0,0.8484848484848485,0.12258953168044077,0.028925619834710745,,2.923767364906174,0.0,1.461883682453087,0.3584232720064043,99.42790483442704,768.9747056456981,99.42790483442704
2023-01-01,2023-1,1216.0,49.0,0.04029605263157895,180.0,1.0,0.005555555555555556,41,0.0,0.0,1437.0,0.8462073764787752,0.12526096033402923,0.028531663187195546,,1.4456405304258306,0.0,0.7228202652129153,0.18108232113893494,50.23288720236189,380.21527112481743,50.23288720236189
2023-02-01,2023-2,1181.0,32.0,0.027095681625740897,157.0,0.0,0.0,32,0.0,0.0,1370.0,0.862043795620438,0.1145985401459854,0.02335766423357664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,1278.0,46.0,0.03599374021909233,207.0,4.0,0.01932367149758454,37,0.0,0.0,1522.0,0.8396846254927727,0.1360052562417871,0.02431011826544021,,5.028314888437671,0.0,2.5141574442188355,0.6838772548663586,189.71001027541135,1322.4878995645822,189.71001027541135
2023-04-01,2023-4,1210.0,40.0,0.03305785123966942,177.0,3.0,0.01694915254237288,6,0.0,0.0,1393.0,0.8686288585786073,0.12706389088298636,0.004307250538406317,,4.4104287368923645,0.0,2.2052143684461822,0.5604062357716788,155.45870547694338,1159.9787932621548,155.45870547694338
2023-05-01,2023-5,1282.0,65.0,0.05070202808112324,190.0,2.0,0.010526315789473684,16,0.0,0.0,1488.0,0.8615591397849462,0.12768817204301075,0.010752688172043012,,2.7391083734384156,0.0,1.3695541867192078,0.34975174123205577,97.02239100778768,720.407882131233,97.02239100778768
2023-06-01,2023-6,1298.0,37.0,0.028505392912172575,187.0,2.0,0.0106951871657754,12,0.0,0.0,1497.0,0.8670674682698731,0.12491649966599866,0.008016032064128256,,2.783051288520315,0.0,1.3915256442601576,0.3476490253529051,96.43909005984506,731.9652278338731,96.43909005984506
2023-07-01,2023-7,1335.0,39.0,0.029213483146067417,181.0,1.0,0.0055248618784530384,7,0.0,0.0,1523.0,0.8765594221930401,0.11884438608010506,0.004596191726854892,,1.4376535661693342,0.0,0.7188267830846671,0.1708570554672682,47.39636172671965,378.1146342677742,47.39636172671965
2023-08-01,2023-8,1340.0,39.0,0.029104477611940297,183.0,3.0,0.01639344262295082,13,0.0,0.0,1536.0,0.8723958333333334,0.119140625,0.008463541666666666,,4.265824516010648,0.0,2.132912258005324,0.5082329989778311,140.9856619331915,1121.9467016797892,140.9856619331915
2023-09-01,2023-9,1333.0,48.0,0.03600900225056264,143.0,2.0,0.013986013986013986,10,0.0,0.0,1486.0,0.8970390309555855,0.09623149394347241,0.006729475100942127,,3.639374761911182,0.0,1.819687380955591,0.35022247035888227,97.15297296069184,957.1852979366033,97.15297296069184
2023-10-01,2023-10,1329.0,45.0,0.033860045146726865,165.0,1.0,0.006060606060606061,11,0.0,0.0,1505.0,0.8830564784053156,0.10963455149501661,0.007308970099667774,,1.5770623968281787,0.0,0.7885311984140894,0.17290052855591329,47.96322851149105,414.7802957725281,47.96322851149105
2023-11-01,2023-11,1262.0,40.0,0.03169572107765452,159.0,3.0,0.018867924528301886,13,0.0,0.0,1434.0,0.8800557880055788,0.1108786610878661,0.00906555090655509,,4.909722556163198,0.0,2.454861278081599,0.5443834633402709,151.01393077362766,1291.297147216361,151.01393077362766
2023-12-01,2023-12,1311.0,33.0,0.02517162471395881,153.0,4.0,0.026143790849673203,14,0.0,0.0,1478.0,0.8870094722598105,0.10351826792963464,0.009472259810554804,,6.803014260827438,0.0,3.401507130413719,0.7042362529814601,195.3576695799568,1789.2483347050234,195.3576695799568
2024-01-01,2024-1,1329.0,34.0,0.025583145221971408,217.0,2.0,0.009216589861751152,11,0.0,0.0,1557.0,0.8535645472061657,0.13937058445728967,0.007064868336544637,,2.3982976541626684,0.0,1.1991488270813342,0.33425214576319784,92.72274747565066,630.7718783637524,92.72274747565066
2024-02-01,2024-2,1254.0,43.0,0.0342902711323764,164.0,2.0,0.012195121951219513,11,0.0,0.0,1429.0,0.8775367389783065,0.11476557032890133,0.007697690692792162,,3.17335726191036,0.0,1.58667863095518,0.36419215602050314,101.02821400950879,834.6188878349651,101.02821400950879
2024-03-01,2024-3,1301.0,50.0,0.03843197540353574,170.0,4.0,0.023529411764705882,8,0.0,0.0,1479.0,0.8796484110885734,0.11494252873563218,0.005409060175794456,,6.122712834744694,0.0,3.061356417372347,0.703760095947666,195.22558190613665,1610.3235012345208,195.22558190613665
2024-04-01,2024-4,1210.0,36.0,0.02975206611570248,191.0,9.0,0.04712041884816754,15,0.0,0.0,1416.0,0.8545197740112994,0.1348870056497175,0.01059322033898305,,12.261453713559401,0.0,6.130726856779701,1.6539107763346366,458.80079815547055,3224.862509016776,458.80079815547055
2024-05-01,2024-5,1305.0,39.0,0.029885057471264367,195.0,3.0,0.015384615384615385,18,0.0,0.0,1518.0,0.8596837944664032,0.12845849802371542,0.011857707509881422,,4.0033122381023,0.0,2.00165611905115,0.51425947722658,142.6574286754823,1052.9038277302636,142.6574286754823
2024-06-01,2024-6,1198.0,29.0,0.024207011686143573,159.0,1.0,0.006289308176100629,9,0.0,0.0,1366.0,0.87701317715959,0.116398243045388,0.006588579795021962,,1.6365741853877327,0.0,0.8182870926938663,0.19049435979256918,52.843820578180114,430.4323824054537,52.843820578180114
2024-07-01,2024-7,1176.0,28.0,0.023809523809523808,183.0,6.0,0.03278688524590164,14,0.0,0.0,1373.0,0.8565185724690458,0.13328477785870357,0.010196649672250545,,8.531649032021296,0.0,4.265824516010648,1.1371389460013817,315.4464336917438,2243.8934033595783,315.4464336917438
2024-08-01,2024-8,1225.0,23.0,0.018775510204081632,186.0,7.0,0.03763440860215054,19,0.0,0.0,1430.0,0.8566433566433567,0.13006993006993006,0.013286713286713287,,9.793048754497562,0.0,4.896524377248781,1.2737811666689136,353.3514771808099,2575.651836651989,353.3514771808099
2024-09-01,2024-9,1075.0,26.0,0.024186046511627906,141.0,2.0,0.014184397163120567,10,0.0,0.0,1226.0,0.8768352365415987,0.11500815660685156,0.008156606851549755,,3.690997098959567,0.0,1.8454985494797835,0.42449477239257666,117.75637668808162,970.7623943612359,117.75637668808162
2024-10-01,2024-10,1105.0,23.0,0.02081447963800905,162.0,4.0,0.024691358024691357,9,0.0,0.0,1276.0,0.8659874608150471,0.12695924764890282,0.007053291536050157,,6.425069024114802,0.0,3.212534512057401,0.8157219293938855,226.28419720938567,1689.845649443633,226.28419720938567
2024-11-01,2024-11,1130.0,45.0,0.03982300884955752,153.0,2.0,0.013071895424836602,10,0.0,0.0,1293.0,0.8739365815931941,0.11832946635730858,0.007733952049497293,,3.401507130413719,0.0,1.7007535652068595,0.4024985235524354,111.65453814353292,894.6241673525117,111.65453814353292
2024-12-01,2024-12,1066.0,38.0,0.03564727954971857,182.0,2.0,0.01098901098901099,19,0.0,0.0,1267.0,0.8413575374901342,0.143646408839779,0.01499605367008682,,2.859508741501643,0.0,1.4297543707508216,0.41075816176266694,113.94579149138758,752.0741626644741,113.94579149138758
2025-01-01,2025-1,1089.0,51.0,0.046831955922865015,169.0,2.0,0.011834319526627219,18,0.0,0.0,1276.0,0.853448275862069,0.13244514106583072,0.014106583072100314,,3.0794709523863846,0.0,1.5397354761931923,0.4078609646969428,113.14209860469283,809.926021330972,113.14209860469283
2025-02-01,2025-2,866.0,34.0,0.03926096997690531,155.0,6.0,0.03870967741935484,18,0.0,0.0,1039.0,0.8334937439846006,0.14918190567853706,0.017324350336862367,,10.072850147483207,0.0,5.036425073741603,1.502686980615878,416.85077330006186,2649.2418891277603,416.85077330006186
2025-03-01,2025-3,1004.0,54.0,0.053784860557768925,185.0,4.0,0.021621621621621623,13,0.0,0.0,1202.0,0.8352745424292846,0.15391014975041598,0.010815307820299502,,5.626276658954584,0.0,2.813138329477292,0.8659410831169702,240.21517108084538,1479.7567308641544,240.21517108084538
2025-04-01,2025-4,1072.0,70.0,0.06529850746268656,155.0,2.0,0.012903225806451613,10,0.0,0.0,1237.0,0.8666127728375101,0.12530315278900567,0.008084074373484237,,3.3576167158277355,0.0,1.6788083579138677,0.42071996035028214,116.7092302502733,883.0806297092533,116.7092302502733
2025-05-01,2025-5,1045.0,60.0,0.05741626794258373,168.0,4.0,0.023809523809523808,10,0.0,0.0,1223.0,0.8544562551103843,0.1373671300081766,0.008176614881439084,,6.195602273253559,0.0,3.0978011366267797,0.8510721029489762,236.09046250137047,1629.4940191063604,236.09046250137047
2025-06-01,2025-6,1055.0,41.0,0.03886255924170616,152.0,3.0,0.019736842105263157,12,0.0,0.0,1219.0,0.8654634946677605,0.12469237079573421,0.009844134536505332,,5.13582820019703,0.0,2.567914100098515,0.6403985942821563,177.6488734449402,1350.764778996062,177.6488734449402
2025-07-01,2025-7,1079.0,45.0,0.04170528266913809,174.0,10.0,0.05747126436781609,9,0.0,0.0,1262.0,0.8549920760697306,0.13787638668779714,0.0071315372424722665,,14.954902038887901,0.0,7.477451019443951,2.061927856391834,571.9862037226151,3933.2614254291457,571.9862037226151
2025-08-01,2025-8,1069.0,41.0,0.03835360149672591,172.0,6.0,0.03488372093023256,9,0.0,0.0,1250.0,0.8552,0.1376,0.0072,,9.077277749185448,0.0,4.538638874592724,1.2490334182879177,346.48636276701137,2387.3982140395515,346.48636276701137
2025-09-01,2025-9,1090.0,42.0,0.03853211009174312,139.0,5.0,0.03597122302158273,13,0.0,0.0,1242.0,0.8776167471819646,0.11191626409017713,0.010466988727858293,,9.360262427217608,0.0,4.680131213608804,1.047565601757848,290.59846582042684,2461.8254964916237,290.59846582042684
