date,ym,marshall_islands_abc_au_body_count,marshall_islands_abc_au_epu_count,marshall_islands_abc_au_ratio,marshall_islands_rnz_body_count,marshall_islands_rnz_epu_count,marshall_islands_rnz_ratio,marshall_islands_mi_journal_body_count,marshall_islands_mi_journal_epu_count,marshall_islands_mi_journal_ratio,news_total,marshall_islands_abc_au_weights,marshall_islands_rnz_weights,marshall_islands_mi_journal_weights,marshall_islands_abc_au_z_score,marshall_islands_rnz_z_score,marshall_islands_mi_journal_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-01-01,2015-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,0,,,
2015-02-01,2015-2,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.8,0.0,,,,,0,,,
2015-03-01,2015-3,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,,,,,0,,,
2015-04-01,2015-4,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143,0.0,,,,,0,,,
2015-05-01,2015-5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,,,,,0,,,
2015-06-01,2015-6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,,,,,0,,,
2015-07-01,2015-7,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,0.10526315789473684,0.8947368421052632,0.0,,,,,0,,,
2015-08-01,2015-8,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.07142857142857142,0.9285714285714286,0.0,,,,,0,,,
2015-09-01,2015-9,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.7142857142857143,0.2857142857142857,,,,,0,,,
2015-10-01,2015-10,0.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0,0.0,34.0,0.0,0.4117647058823529,0.5882352941176471,,,,,0,,,
2015-11-01,2015-11,1.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,33.0,0.030303030303030304,0.24242424242424243,0.7272727272727273,,,,,0,,,
2015-12-01,2015-12,0.0,0.0,0.0,13.0,0.0,0.0,19.0,0.0,0.0,32.0,0.0,0.40625,0.59375,,,,,0,,,
2016-01-01,2016-1,1.0,0.0,0.0,8.0,0.0,0.0,21.0,0.0,0.0,30.0,0.03333333333333333,0.26666666666666666,0.7,,,,,0,,,
2016-02-01,2016-2,0.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,24.0,0.0,0.4583333333333333,0.5416666666666666,,,,,0,,,
2016-03-01,2016-3,0.0,0.0,0.0,28.0,0.0,0.0,14.0,0.0,0.0,42.0,0.0,0.6666666666666666,0.3333333333333333,,,,,0,,,
2016-04-01,2016-4,0.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,25.0,0.0,0.48,0.52,,,,,0,,,
2016-05-01,2016-5,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,19.0,0.0,0.3157894736842105,0.6842105263157895,,,,,0,,,
2016-06-01,2016-6,1.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,21.0,0.047619047619047616,0.2857142857142857,0.6666666666666666,,,,,0,,,
2016-07-01,2016-7,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,21.0,0.0,0.38095238095238093,0.6190476190476191,,,,,0,,,
2016-08-01,2016-8,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,23.0,0.0,0.4782608695652174,0.5217391304347826,,,,,0,,,
2016-09-01,2016-9,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,21.0,0.0,0.2857142857142857,0.7142857142857143,,,,,0,,,
2016-10-01,2016-10,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,27.0,0.0,0.5555555555555556,0.4444444444444444,,,,,0,,,
2016-11-01,2016-11,1.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,18.0,0.05555555555555555,0.2777777777777778,0.6666666666666666,,,,,0,,,
2016-12-01,2016-12,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,21.0,0.0,0.2857142857142857,0.7142857142857143,,,,,0,,,
2017-01-01,2017-1,1.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,25.0,0.04,0.48,0.48,,,,,0,,,
2017-02-01,2017-2,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.4,0.6,,,,,0,,,
2017-03-01,2017-3,1.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,19.0,0.05263157894736842,0.15789473684210525,0.7894736842105263,,,,,0,,,
2017-04-01,2017-4,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,0.42105263157894735,0.5789473684210527,,,,,0,,,
2017-05-01,2017-5,1.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,17.0,0.058823529411764705,0.23529411764705882,0.7058823529411765,,,,,0,,,
2017-06-01,2017-6,2.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,27.0,0.07407407407407407,0.37037037037037035,0.5555555555555556,,,,,0,,,
2017-07-01,2017-7,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.3684210526315789,0.631578947368421,,,,,0,,,
2017-08-01,2017-8,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,26.0,0.0,0.4230769230769231,0.5769230769230769,,,,,0,,,
2017-09-01,2017-9,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.29411764705882354,0.7058823529411765,,,,,0,,,
2017-10-01,2017-10,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2017-11-01,2017-11,3.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,20.0,0.15,0.1,0.75,,,,,0,,,
2017-12-01,2017-12,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.4,0.6,,,,,0,,,
2018-01-01,2018-1,1.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,17.0,0.058823529411764705,0.23529411764705882,0.7058823529411765,,,,,0,,,
2018-02-01,2018-2,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2018-03-01,2018-3,1.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,27.0,0.037037037037037035,0.4074074074074074,0.5555555555555556,,,,,0,,,
2018-04-01,2018-4,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,27.0,0.0,0.5555555555555556,0.4444444444444444,,,,,0,,,
2018-05-01,2018-5,0.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,0.3181818181818182,0.6818181818181818,,,,,0,,,
2018-06-01,2018-6,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.4,0.6,,,,,0,,,
2018-07-01,2018-7,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,23.0,0.0,0.4782608695652174,0.5217391304347826,,,,,0,,,
2018-08-01,2018-8,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.16666666666666666,0.8333333333333334,,,,,0,,,
2018-09-01,2018-9,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.5,0.5,,,,,0,,,
2018-10-01,2018-10,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.3684210526315789,0.631578947368421,,,,,0,,,
2018-11-01,2018-11,1.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,27.0,0.037037037037037035,0.4074074074074074,0.5555555555555556,,,,,0,,,
2018-12-01,2018-12,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.29411764705882354,0.7058823529411765,,,,,0,,,
2019-01-01,2019-1,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,0.34782608695652173,0.6521739130434783,,,,,0,,,
2019-02-01,2019-2,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.25,0.75,,,,,0,,,
2019-03-01,2019-3,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2019-04-01,2019-4,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2019-05-01,2019-5,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,0.34782608695652173,0.6521739130434783,,,,,0,,,
2019-06-01,2019-6,1.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,23.0,0.043478260869565216,0.43478260869565216,0.5217391304347826,,,,,0,,,
2019-07-01,2019-7,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.5,0.5,,,,,0,,,
2019-08-01,2019-8,1.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,31.0,0.03225806451612903,0.4838709677419355,0.4838709677419355,,,,,0,,,
2019-09-01,2019-9,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,0.42857142857142855,0.5714285714285714,,,,,0,,,
2019-10-01,2019-10,0.0,0.0,0.0,21.0,0.0,0.0,15.0,0.0,0.0,36.0,0.0,0.5833333333333334,0.4166666666666667,,,,,0,,,
2019-11-01,2019-11,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,0.0,33.0,0.0,0.6363636363636364,0.36363636363636365,,,,,0,,,
2019-12-01,2019-12,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.29411764705882354,0.7058823529411765,,,,,0,,,
2020-01-01,2020-1,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,0.34782608695652173,0.6521739130434783,,,,,0,,,
2020-02-01,2020-2,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2020-03-01,2020-3,1.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,27.0,0.037037037037037035,0.5185185185185185,0.4444444444444444,,,,,0,,,
2020-04-01,2020-4,0.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,0.3181818181818182,0.6818181818181818,,,,,0,,,
2020-05-01,2020-5,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2020-06-01,2020-6,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.4,0.6,,,,,0,,,
2020-07-01,2020-7,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,24.0,0.0,0.375,0.625,,,,,0,,,
2020-08-01,2020-8,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2020-09-01,2020-9,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,0.2777777777777778,0.7222222222222222,,,,,0,,,
2020-10-01,2020-10,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,0.34782608695652173,0.6521739130434783,,,,,0,,,
2020-11-01,2020-11,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,22.0,0.0,0.45454545454545453,0.5454545454545454,,,,,0,,,
2020-12-01,2020-12,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.25,0.75,,,,,0,,,
2021-01-01,2021-1,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,15.0,0.06666666666666667,0.13333333333333333,0.8,,,,,0,,,
2021-02-01,2021-2,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,19.0,0.05263157894736842,0.3157894736842105,0.631578947368421,,,,,0,,,
2021-03-01,2021-3,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2021-04-01,2021-4,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,25.0,0.0,0.4,0.6,,,,,0,,,
2021-05-01,2021-5,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,,,,,0,,,
2021-06-01,2021-6,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.25,0.75,,,,,0,,,
2021-07-01,2021-7,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,17.0,0.058823529411764705,0.058823529411764705,0.8823529411764706,,,,,0,,,
2021-08-01,2021-8,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,14.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,,,,,0,,,
2021-09-01,2021-9,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.16666666666666666,0.8333333333333334,,,,,0,,,
2021-10-01,2021-10,2.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,18.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,,,,,0,,,
2021-11-01,2021-11,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0,0.2777777777777778,0.7222222222222222,,,,,0,,,
2021-12-01,2021-12,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,0.15,0.85,,,,,0,,,
2022-01-01,2022-1,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2022-02-01,2022-2,3.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,21.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,,,,,0,,,
2022-03-01,2022-3,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,0.3333333333333333,0.6666666666666666,,,,,0,,,
2022-04-01,2022-4,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2022-05-01,2022-5,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,19.0,0.05263157894736842,0.3157894736842105,0.631578947368421,,,,,0,,,
2022-06-01,2022-6,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0625,0.9375,,,,,0,,,
2022-07-01,2022-7,1.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,17.0,0.058823529411764705,0.23529411764705882,0.7058823529411765,,,,,0,,,
2022-08-01,2022-8,1.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,13.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,,,,,0,,,
2022-09-01,2022-9,0.0,0.0,0.0,6.0,0.0,0.0,15.0,1.0,0.06666666666666667,21.0,0.0,0.2857142857142857,0.7142857142857143,,,,,0,,,
2022-10-01,2022-10,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,14.0,0.0,0.21428571428571427,0.7857142857142857,,,,,0,,,
2022-11-01,2022-11,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,,,,,0,,,
2022-12-01,2022-12,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,0.11764705882352941,0.8823529411764706,,,,,0,,,
2023-01-01,2023-1,2.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,15.0,0.13333333333333333,0.06666666666666667,0.8,,,,,0,,,
2023-02-01,2023-2,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,10.0,0.2,0.2,0.6,,,,,0,,,
2023-03-01,2023-3,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,0.11764705882352941,0.8823529411764706,,,,,0,,,
2023-04-01,2023-4,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2023-05-01,2023-5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,1.0,,,,,0,,,
2023-06-01,2023-6,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,0.11764705882352941,0.8823529411764706,,,,,0,,,
2023-07-01,2023-7,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2023-08-01,2023-8,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,0.16666666666666666,0.8333333333333334,,,,,0,,,
2023-09-01,2023-9,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.14285714285714285,0.0,0.8571428571428571,,,,,0,,,
2023-10-01,2023-10,4.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,20.0,0.2,0.2,0.6,,,,,0,,,
2023-11-01,2023-11,2.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,19.0,0.10526315789473684,0.10526315789473684,0.7894736842105263,,,,,0,,,
2023-12-01,2023-12,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.25,0.75,,,,,0,,,
2024-01-01,2024-1,0.0,0.0,0.0,8.0,1.0,0.125,12.0,0.0,0.0,20.0,0.0,0.4,0.6,,,,,0,,,
2024-02-01,2024-2,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0625,0.9375,,,,,0,,,
2024-03-01,2024-3,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2024-04-01,2024-4,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,,,,,0,,,
2024-05-01,2024-5,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0625,0.9375,,,,,0,,,
2024-06-01,2024-6,1.0,1.0,1.0,3.0,0.0,0.0,12.0,1.0,0.08333333333333333,16.0,0.0625,0.1875,0.75,,,,,0,,,
2024-07-01,2024-7,1.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0625,0.1875,0.75,,,,,0,,,
2024-08-01,2024-8,1.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,18.0,0.05555555555555555,0.16666666666666666,0.7777777777777778,,,,,0,,,
2024-09-01,2024-9,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,0.08333333333333333,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
2024-10-01,2024-10,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0625,0.9375,,,,,0,,,
2024-11-01,2024-11,3.0,0.0,0.0,7.0,0.0,0.0,12.0,1.0,0.08333333333333333,22.0,0.13636363636363635,0.3181818181818182,0.5454545454545454,,,,,0,,,
2024-12-01,2024-12,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,,,,,0,,,
2025-01-01,2025-1,1.0,0.0,0.0,2.0,0.0,0.0,15.0,1.0,0.06666666666666667,18.0,0.05555555555555555,0.1111111111111111,0.8333333333333334,,,,,0,,,
2025-02-01,2025-2,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,15.0,0.06666666666666667,0.13333333333333333,0.8,,,,,0,,,
2025-03-01,2025-3,1.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,23.0,0.043478260869565216,0.43478260869565216,0.5217391304347826,,,,,0,,,
2025-04-01,2025-4,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.07692307692307693,0.9230769230769231,,,,,0,,,
2025-05-01,2025-5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,1.0,,,,,0,,,
2025-06-01,2025-6,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,15.0,0.06666666666666667,0.13333333333333333,0.8,,,,,0,,,
2025-07-01,2025-7,1.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,19.0,0.05263157894736842,0.15789473684210525,0.7894736842105263,,,,,0,,,
2025-08-01,2025-8,2.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,19.0,0.10526315789473684,0.2631578947368421,0.631578947368421,,,,,0,,,
2025-09-01,2025-9,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.14285714285714285,0.8571428571428571,,,,,0,,,
