date,ym,tuvalu_abc_au_body_count,tuvalu_abc_au_epu_count,tuvalu_abc_au_ratio,tuvalu_rnz_body_count,tuvalu_rnz_epu_count,tuvalu_rnz_ratio,news_total,tuvalu_abc_au_weights,tuvalu_rnz_weights,tuvalu_abc_au_z_score,tuvalu_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2015-02-01,2015-2,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2015-03-01,2015-3,7.0,0.0,0.0,19.0,0.0,0.0,26.0,0.2692307692307692,0.7307692307692307,0.0,,0.0,0.0,0.0,0.0,0.0
2015-04-01,2015-4,1.0,0.0,0.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,0.0,0.0,0.0,0.0,0.0
2015-05-01,2015-5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2015-06-01,2015-6,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2015-07-01,2015-7,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2015-08-01,2015-8,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,,0.0,0.0,0.0,0.0,0.0
2015-09-01,2015-9,1.0,0.0,0.0,7.0,0.0,0.0,8.0,0.125,0.875,0.0,,0.0,0.0,0.0,0.0,0.0
2015-10-01,2015-10,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2015-11-01,2015-11,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2015-12-01,2015-12,3.0,0.0,0.0,14.0,0.0,0.0,17.0,0.17647058823529413,0.8235294117647058,0.0,,0.0,0.0,0.0,0.0,0.0
2016-01-01,2016-1,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-02-01,2016-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-03-01,2016-3,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-04-01,2016-4,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2016-05-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2016-06-01,2016-6,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-07-01,2016-7,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-08-01,2016-8,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-09-01,2016-9,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-10-01,2016-10,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,,0.0,0.0,0.0,0.0,0.0
2016-11-01,2016-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-01-01,2017-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-06-01,2017-6,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017-12-01,2017-12,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2018-05-01,2018-5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,1.0,0.0,0.0,11.0,0.0,0.0,12.0,0.08333333333333333,0.9166666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,15.0,3.0,0.2,21.0,0.0,0.0,36.0,0.4166666666666667,0.5833333333333334,1.657062567796147,,1.657062567796147,0.690442736581728,1360.0000000000002,1183.3333333333333,1360.0000000000002
2019-09-01,2019-9,1.0,0.0,0.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,0.0,0.0,0.0,0.0,0.0
2019-10-01,2019-10,1.0,0.0,0.0,7.0,0.0,0.0,8.0,0.125,0.875,0.0,,0.0,0.0,0.0,0.0,0.0
2019-11-01,2019-11,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-05-01,2020-5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020-6,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2020-08-01,2020-8,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,8.285312838980735,,8.285312838980735,2.7617709463269113,5440.0,5916.666666666666,5440.0
2020-09-01,2020-9,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2020-11-01,2020-11,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2021-02-01,2021-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2021-05-01,2021-5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2021-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2021-08-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2021-09-01,2021-9,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021-10-01,2021-10,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0,0.0
2021-11-01,2021-11,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,,0.0,0.0,0.0,0.0,0.0
2021-12-01,2021-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2022-02-01,2022-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2022-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2022-04-01,2022-4,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2022-05-01,2022-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-06-01,2022-6,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2022-07-01,2022-7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2022-10-01,2022-10,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,,0.0,0.0,0.0,0.0,0.0
2022-11-01,2022-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,,0.0,0.0,0.0,0.0,0.0
2022-12-01,2022-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2023-02-01,2023-2,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-04-01,2023-4,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2023-07-01,2023-7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-08-01,2023-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-09-01,2023-9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2023-10-01,2023-10,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0,,0.0,0.0,0.0,0.0,0.0
2023-11-01,2023-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,,0.0,0.0,0.0,0.0,0.0
2023-12-01,2023-12,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,3.0,0.0,0.0,6.0,0.0,0.0,9.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2024-03-01,2024-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-04-01,2024-4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0,0.0
2024-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2024-07-01,2024-7,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-08-01,2024-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024-9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2025-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2025-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,
2025-03-01,2025-3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2025-04-01,2025-4,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
2025-06-01,2025-6,3.0,0.0,0.0,8.0,0.0,0.0,11.0,0.2727272727272727,0.7272727272727273,0.0,,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-7,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
2025-08-01,2025-8,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2025-09-01,2025-9,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0
